date,product_id,event_type,quantity,expected_delivery,cost,stockout,stockout_cost
2023-01-20,P005,inventory,257,,2.05,False,0.0
2023-01-20,P006,inventory,246,,4.84,False,0.0
2023-01-20,P007,inventory,392,,4.75,False,0.0
2023-01-20,P008,reorder,135,2023-01-25,9043.97,,
2023-01-25,P008,delivery,135,,0.0,,
2023-01-20,P008,inventory,0,,0.0,True,964.94
2023-01-20,P009,reorder,101,2023-01-24,779.67,,
2023-01-24,P009,delivery,101,,0.0,,
2023-01-20,P009,inventory,86,,0.66,False,0.0
2023-01-20,P010,reorder,73,2023-01-23,1530.76,,
2023-01-23,P010,delivery,73,,0.0,,
2023-01-20,P010,inventory,0,,0.0,True,375.15
2023-01-21,P001,reorder,136,2023-01-28,7763.56,,
2023-01-28,P001,delivery,136,,0.0,,
2023-01-21,P001,inventory,0,,0.0,True,2372.0
2023-01-21,P002,inventory,41,,0.75,False,0.0
2023-01-21,P003,reorder,76,2023-01-28,2389.65,,
2023-01-28,P003,delivery,76,,0.0,,
2023-01-21,P003,inventory,124,,2.76,False,0.0
2023-01-21,P004,reorder,103,2023-01-22,670.64,,
2023-01-22,P004,delivery,103,,0.0,,
2023-01-21,P004,inventory,213,,1.25,False,0.0
2023-01-21,P005,inventory,204,,1.62,False,0.0
2023-01-21,P006,inventory,190,,3.73,False,0.0
2023-01-21,P007,inventory,352,,4.27,False,0.0
2023-01-21,P008,inventory,93,,4.81,False,0.0
2023-01-21,P009,inventory,233,,1.79,False,0.0
2023-01-21,P010,reorder,62,2023-01-25,1303.22,,
2023-01-25,P010,delivery,62,,0.0,,
2023-01-21,P010,inventory,0,,0.0,True,567.53
2023-01-22,P001,reorder,78,2023-01-28,4474.96,,
2023-01-28,P001,delivery,78,,0.0,,
2023-01-22,P001,inventory,18,,0.76,False,0.0
2023-01-22,P002,inventory,255,,4.7,False,0.0
2023-01-22,P003,inventory,162,,3.61,False,0.0
2023-01-22,P004,inventory,185,,1.09,False,0.0
2023-01-22,P005,inventory,146,,1.16,False,0.0
2023-01-22,P006,inventory,183,,3.6,False,0.0
2023-01-22,P007,inventory,314,,3.81,False,0.0
2023-01-22,P008,inventory,48,,2.48,False,0.0
2023-01-22,P009,inventory,236,,1.81,False,0.0
2023-01-22,P010,reorder,126,2023-01-26,2627.06,,
2023-01-26,P010,delivery,126,,0.0,,
2023-01-22,P010,inventory,0,,0.0,True,259.72
2023-01-23,P001,inventory,160,,6.78,False,0.0
2023-01-23,P002,inventory,208,,3.83,False,0.0
2023-01-23,P003,inventory,304,,6.78,False,0.0
2023-01-23,P004,reorder,93,2023-01-25,606.87,,
2023-01-25,P004,delivery,93,,0.0,,
2023-01-23,P004,inventory,258,,1.52,False,0.0
2023-01-23,P005,inventory,109,,0.87,False,0.0
2023-01-23,P006,inventory,119,,2.34,False,0.0
2023-01-23,P007,inventory,277,,3.36,False,0.0
2023-01-23,P008,reorder,145,2023-01-29,9710.44,,
2023-01-29,P008,delivery,145,,0.0,,
2023-01-23,P008,inventory,0,,0.0,True,50.79
2023-01-23,P009,inventory,192,,1.47,False,0.0
2023-01-23,P010,reorder,118,2023-01-28,2461.58,,
2023-01-28,P010,delivery,118,,0.0,,
2023-01-23,P010,inventory,0,,0.0,True,586.77
2023-01-24,P001,inventory,122,,5.17,False,0.0
2023-01-24,P002,inventory,260,,4.79,False,0.0
2023-01-24,P003,inventory,236,,5.26,False,0.0
2023-01-24,P004,reorder,123,2023-01-26,798.18,,
2023-01-26,P004,delivery,123,,0.0,,
2023-01-24,P004,inventory,228,,1.34,False,0.0
2023-01-24,P005,inventory,193,,1.54,False,0.0
2023-01-24,P006,inventory,202,,3.97,False,0.0
2023-01-24,P007,inventory,238,,2.89,False,0.0
2023-01-24,P008,reorder,94,2023-02-02,6311.44,,
2023-02-02,P008,delivery,94,,0.0,,
2023-01-24,P008,inventory,28,,1.45,False,0.0
2023-01-24,P009,inventory,148,,1.14,False,0.0
2023-01-24,P010,reorder,145,2023-01-28,3020.08,,
2023-01-28,P010,delivery,145,,0.0,,
2023-01-24,P010,inventory,8,,0.09,False,0.0
2023-01-25,P001,inventory,230,,9.75,False,0.0
2023-01-25,P002,inventory,214,,3.94,False,0.0
2023-01-25,P003,inventory,163,,3.63,False,0.0
2023-01-25,P004,inventory,194,,1.14,False,0.0
2023-01-25,P005,inventory,161,,1.28,False,0.0
2023-01-25,P006,reorder,129,2023-01-28,3786.99,,
2023-01-28,P006,delivery,129,,0.0,,
2023-01-25,P006,inventory,227,,4.46,False,0.0
2023-01-25,P007,inventory,193,,2.34,False,0.0
2023-01-25,P008,reorder,129,2023-02-04,8644.09,,
2023-02-04,P008,delivery,129,,0.0,,
2023-01-25,P008,inventory,0,,0.0,True,1168.08
2023-01-25,P009,inventory,200,,1.54,False,0.0
2023-01-25,P010,reorder,105,2023-01-29,2192.68,,
2023-01-29,P010,delivery,105,,0.0,,
2023-01-25,P010,inventory,0,,0.0,True,384.77
2023-01-26,P001,inventory,433,,18.35,False,0.0
2023-01-26,P002,inventory,265,,4.88,False,0.0
2023-01-26,P003,inventory,114,,2.54,False,0.0
2023-01-26,P004,inventory,247,,1.45,False,0.0
2023-01-26,P005,inventory,129,,1.03,False,0.0
2023-01-26,P006,inventory,169,,3.32,False,0.0
2023-01-26,P007,inventory,156,,1.89,False,0.0
2023-01-26,P008,inventory,88,,4.55,False,0.0
2023-01-26,P009,inventory,156,,1.2,False,0.0
2023-01-26,P010,inventory,118,,1.37,False,0.0
2023-01-27,P001,inventory,397,,16.83,False,0.0
2023-01-27,P002,inventory,220,,4.05,False,0.0
2023-01-27,P003,inventory,48,,1.07,False,0.0
2023-01-27,P004,inventory,330,,1.94,False,0.0
2023-01-27,P005,inventory,92,,0.73,False,0.0
2023-01-27,P006,inventory,107,,2.1,False,0.0
2023-01-27,P007,inventory,114,,1.38,False,0.0
2023-01-27,P008,inventory,43,,2.22,False,0.0
2023-01-27,P009,inventory,108,,0.83,False,0.0
2023-01-27,P010,inventory,186,,2.15,False,0.0
2023-01-28,P001,inventory,347,,14.71,False,0.0
2023-01-28,P002,inventory,174,,3.2,False,0.0
2023-01-28,P003,reorder,126,2023-01-31,3944.0,,
2023-01-31,P003,delivery,126,,0.0,,
2023-01-28,P003,inventory,0,,0.0,True,471.58
2023-01-28,P004,inventory,289,,1.7,False,0.0
2023-01-28,P005,inventory,54,,0.43,False,0.0
2023-01-28,P006,inventory,39,,0.77,False,0.0
2023-01-28,P007,inventory,66,,0.8,False,0.0
2023-01-28,P008,reorder,137,2023-01-31,9177.27,,
2023-01-31,P008,delivery,137,,0.0,,
2023-01-28,P008,inventory,0,,0.0,True,406.29
2023-01-28,P009,inventory,57,,0.44,False,0.0
2023-01-28,P010,inventory,140,,1.62,False,0.0
2023-01-29,P001,inventory,523,,22.17,False,0.0
2023-01-29,P002,inventory,128,,2.36,False,0.0
2023-01-29,P003,reorder,100,2023-02-06,3135.74,,
2023-02-06,P003,delivery,100,,0.0,,
2023-01-29,P003,inventory,12,,0.27,False,0.0
2023-01-29,P004,inventory,258,,1.52,False,0.0
2023-01-29,P005,reorder,101,2023-01-31,820.96,,
2023-01-31,P005,delivery,101,,0.0,,
2023-01-29,P005,inventory,12,,0.1,False,0.0
2023-01-29,P006,inventory,95,,1.87,False,0.0
2023-01-29,P007,reorder,109,2023-02-02,2495.09,,
2023-02-02,P007,delivery,109,,0.0,,
2023-01-29,P007,inventory,9,,0.11,False,0.0
2023-01-29,P008,reorder,86,2023-02-04,5778.27,,
2023-02-04,P008,delivery,86,,0.0,,
2023-01-29,P008,inventory,0,,0.0,True,2742.45
2023-01-29,P009,reorder,107,2023-02-02,825.07,,
2023-02-02,P009,delivery,107,,0.0,,
2023-01-29,P009,inventory,0,,0.0,True,5.93
2023-01-29,P010,inventory,375,,4.34,False,0.0
2023-01-30,P001,inventory,491,,20.81,False,0.0
2023-01-30,P002,inventory,79,,1.45,False,0.0
2023-01-30,P003,reorder,50,2023-02-04,1581.39,,
2023-02-04,P003,delivery,50,,0.0,,
2023-01-30,P003,inventory,0,,0.0,True,848.85
2023-01-30,P004,inventory,225,,1.32,False,0.0
2023-01-30,P005,reorder,92,2023-02-04,749.21,,
2023-02-04,P005,delivery,92,,0.0,,
2023-01-30,P005,inventory,0,,0.0,True,174.09
2023-01-30,P006,inventory,34,,0.67,False,0.0
2023-01-30,P007,reorder,133,2023-02-04,3040.25,,
2023-02-04,P007,delivery,133,,0.0,,
2023-01-30,P007,inventory,0,,0.0,True,368.21
2023-01-30,P008,inventory,89,,4.6,False,0.0
2023-01-30,P009,reorder,62,2023-02-03,484.56,,
2023-02-03,P009,delivery,62,,0.0,,
2023-01-30,P009,inventory,0,,0.0,True,284.64
2023-01-30,P010,inventory,424,,4.91,False,0.0
2023-01-31,P001,inventory,453,,19.2,False,0.0
2023-01-31,P002,inventory,36,,0.66,False,0.0
2023-01-31,P003,reorder,102,2023-02-07,3197.91,,
2023-02-07,P003,delivery,102,,0.0,,
2023-01-31,P003,inventory,0,,0.0,True,1075.21
2023-01-31,P004,inventory,190,,1.12,False,0.0
2023-01-31,P005,reorder,53,2023-02-02,438.26,,
2023-02-02,P005,delivery,53,,0.0,,
2023-01-31,P005,inventory,0,,0.0,True,268.39
2023-01-31,P006,reorder,129,2023-02-04,3786.99,,
2023-02-04,P006,delivery,129,,0.0,,
2023-01-31,P006,inventory,0,,0.0,True,801.82
2023-01-31,P007,reorder,78,2023-02-05,1790.93,,
2023-02-05,P007,delivery,78,,0.0,,
2023-01-31,P007,inventory,0,,0.0,True,497.08
2023-01-31,P008,inventory,49,,2.53,False,0.0
2023-01-31,P009,reorder,129,2023-02-03,991.55,,
2023-02-03,P009,delivery,129,,0.0,,
2023-01-31,P009,inventory,0,,0.0,True,260.92
2023-01-31,P010,inventory,376,,4.36,False,0.0
2023-02-01,P001,inventory,410,,17.38,False,0.0
2023-02-01,P002,reorder,123,2023-02-05,3529.72,,
2023-02-05,P002,delivery,123,,0.0,,
2023-02-01,P002,inventory,0,,0.0,False,0.0
2023-02-01,P003,inventory,54,,1.2,False,0.0
2023-02-01,P004,inventory,140,,0.82,False,0.0
2023-02-01,P005,inventory,73,,0.58,False,0.0
2023-02-01,P006,reorder,81,2023-02-07,2389.9,,
2023-02-07,P006,delivery,81,,0.0,,
2023-02-01,P006,inventory,0,,0.0,True,1023.59
2023-02-01,P007,reorder,71,2023-02-07,1631.92,,
2023-02-07,P007,delivery,71,,0.0,,
2023-02-01,P007,inventory,0,,0.0,True,414.23
2023-02-01,P008,inventory,155,,8.01,False,0.0
2023-02-01,P009,reorder,110,2023-02-06,847.77,,
2023-02-06,P009,delivery,110,,0.0,,
2023-02-01,P009,inventory,0,,0.0,True,272.78
2023-02-01,P010,inventory,322,,3.73,False,0.0
2023-02-02,P001,inventory,372,,15.77,False,0.0
2023-02-02,P002,reorder,52,2023-02-09,1509.91,,
2023-02-09,P002,delivery,52,,0.0,,
2023-02-02,P002,inventory,0,,0.0,True,738.57
2023-02-02,P003,reorder,145,2023-02-11,4534.65,,
2023-02-11,P003,delivery,145,,0.0,,
2023-02-02,P003,inventory,0,,0.0,True,56.59
2023-02-02,P004,inventory,94,,0.55,False,0.0
2023-02-02,P005,reorder,133,2023-02-04,1076.1,,
2023-02-04,P005,delivery,133,,0.0,,
2023-02-02,P005,inventory,29,,0.23,False,0.0
2023-02-02,P006,reorder,99,2023-02-09,2913.81,,
2023-02-09,P006,delivery,99,,0.0,,
2023-02-02,P006,inventory,0,,0.0,True,921.24
2023-02-02,P007,reorder,120,2023-02-08,2744.96,,
2023-02-08,P007,delivery,120,,0.0,,
2023-02-02,P007,inventory,0,,0.0,True,386.62
2023-02-02,P008,inventory,112,,5.79,False,0.0
2023-02-02,P009,reorder,74,2023-02-04,575.36,,
2023-02-04,P009,delivery,74,,0.0,,
2023-02-02,P009,inventory,0,,0.0,True,302.43
2023-02-02,P010,inventory,277,,3.21,False,0.0
2023-02-03,P001,inventory,329,,13.95,False,0.0
2023-02-03,P002,reorder,97,2023-02-08,2790.07,,
2023-02-08,P002,delivery,97,,0.0,,
2023-02-03,P002,inventory,0,,0.0,True,584.7
2023-02-03,P003,reorder,142,2023-02-12,4441.39,,
2023-02-12,P003,delivery,142,,0.0,,
2023-02-03,P003,inventory,0,,0.0,True,1150.66
2023-02-03,P004,inventory,59,,0.35,False,0.0
2023-02-03,P005,inventory,41,,0.33,False,0.0
2023-02-03,P006,reorder,141,2023-02-07,4136.26,,
2023-02-07,P006,delivery,141,,0.0,,
2023-02-03,P006,inventory,0,,0.0,True,1057.71
2023-02-03,P007,inventory,67,,0.81,False,0.0
2023-02-03,P008,inventory,171,,8.84,False,0.0
2023-02-03,P009,inventory,52,,0.4,False,0.0
2023-02-03,P010,inventory,211,,2.44,False,0.0
2023-02-04,P001,inventory,289,,12.25,False,0.0
2023-02-04,P002,reorder,109,2023-02-07,3131.44,,
2023-02-07,P002,delivery,109,,0.0,,
2023-02-04,P002,inventory,0,,0.0,True,877.05
2023-02-04,P003,reorder,108,2023-02-13,3384.43,,
2023-02-13,P003,delivery,108,,0.0,,
2023-02-04,P003,inventory,0,,0.0,True,1263.84
2023-02-04,P004,reorder,81,2023-02-08,530.34,,
2023-02-08,P004,delivery,81,,0.0,,
2023-02-04,P004,inventory,0,,0.0,True,74.8
2023-02-04,P005,reorder,137,2023-02-07,1107.99,,
2023-02-07,P005,delivery,137,,0.0,,
2023-02-04,P005,inventory,0,,0.0,True,123.31
2023-02-04,P006,reorder,127,2023-02-09,3728.77,,
2023-02-09,P006,delivery,127,,0.0,,
2023-02-04,P006,inventory,0,,0.0,True,870.06
2023-02-04,P007,reorder,106,2023-02-08,2426.95,,
2023-02-08,P007,delivery,106,,0.0,,
2023-02-04,P007,inventory,28,,0.34,False,0.0
2023-02-04,P008,inventory,141,,7.29,False,0.0
2023-02-04,P009,inventory,194,,1.49,False,0.0
2023-02-04,P010,inventory,148,,1.71,False,0.0
2023-02-05,P001,inventory,234,,9.92,False,0.0
2023-02-05,P002,reorder,64,2023-02-11,1851.28,,
2023-02-11,P002,delivery,64,,0.0,,
2023-02-05,P002,inventory,0,,0.0,True,784.73
2023-02-05,P003,reorder,127,2023-02-14,3975.09,,
2023-02-14,P003,delivery,127,,0.0,,
2023-02-05,P003,inventory,0,,0.0,True,282.95
2023-02-05,P004,reorder,92,2023-02-08,600.49,,
2023-02-08,P004,delivery,92,,0.0,,
2023-02-05,P004,inventory,0,,0.0,True,264.69
2023-02-05,P005,inventory,177,,1.41,False,0.0
2023-02-05,P006,inventory,72,,1.42,False,0.0
2023-02-05,P007,inventory,117,,1.42,False,0.0
2023-02-05,P008,inventory,314,,16.23,False,0.0
2023-02-05,P009,inventory,212,,1.63,False,0.0
2023-02-05,P010,inventory,86,,1.0,False,0.0
2023-02-06,P001,inventory,192,,8.14,False,0.0
2023-02-06,P002,inventory,74,,1.36,False,0.0
2023-02-06,P003,reorder,116,2023-02-16,3633.13,,
2023-02-16,P003,delivery,116,,0.0,,
2023-02-06,P003,inventory,0,,0.0,True,1075.21
2023-02-06,P004,reorder,110,2023-02-08,715.28,,
2023-02-08,P004,delivery,110,,0.0,,
2023-02-06,P004,inventory,0,,0.0,True,276.19
2023-02-06,P005,inventory,135,,1.08,False,0.0
2023-02-06,P006,inventory,48,,0.94,False,0.0
2023-02-06,P007,inventory,158,,1.92,False,0.0
2023-02-06,P008,inventory,276,,14.26,False,0.0
2023-02-06,P009,inventory,169,,1.3,False,0.0
2023-02-06,P010,reorder,65,2023-02-10,1365.28,,
2023-02-10,P010,delivery,65,,0.0,,
2023-02-06,P010,inventory,25,,0.29,False,0.0
2023-02-07,P001,inventory,148,,6.27,False,0.0
2023-02-07,P002,inventory,36,,0.66,False,0.0
2023-02-07,P003,inventory,41,,0.91,False,0.0
2023-02-07,P004,reorder,141,2023-02-09,912.96,,
2023-02-09,P004,delivery,141,,0.0,,
2023-02-07,P004,inventory,0,,0.0,True,253.18
2023-02-07,P005,reorder,111,2023-02-08,900.69,,
2023-02-08,P005,delivery,111,,0.0,,
2023-02-07,P005,inventory,93,,0.74,False,0.0
2023-02-07,P006,reorder,142,2023-02-12,4165.36,,
2023-02-12,P006,delivery,142,,0.0,,
2023-02-07,P006,inventory,8,,0.16,False,0.0
2023-02-07,P007,inventory,103,,1.25,False,0.0
2023-02-07,P008,inventory,236,,12.2,False,0.0
2023-02-07,P009,inventory,240,,1.84,False,0.0
2023-02-07,P010,reorder,142,2023-02-12,2958.02,,
2023-02-12,P010,delivery,142,,0.0,,
2023-02-07,P010,inventory,0,,0.0,True,327.05
2023-02-08,P001,inventory,109,,4.62,False,0.0
2023-02-08,P002,inventory,96,,1.77,False,0.0
2023-02-08,P003,inventory,72,,1.61,False,0.0
2023-02-08,P004,reorder,115,2023-02-11,747.16,,
2023-02-11,P004,delivery,115,,0.0,,
2023-02-08,P004,inventory,0,,0.0,True,247.42
2023-02-08,P005,inventory,191,,1.52,False,0.0
2023-02-08,P006,inventory,182,,3.58,False,0.0
2023-02-08,P007,inventory,124,,1.5,False,0.0
2023-02-08,P008,inventory,196,,10.13,False,0.0
2023-02-08,P009,inventory,193,,1.48,False,0.0
2023-02-08,P010,reorder,147,2023-02-15,3061.45,,
2023-02-15,P010,delivery,147,,0.0,,
2023-02-08,P010,inventory,0,,0.0,True,538.68
2023-02-09,P001,inventory,76,,3.22,False,0.0
2023-02-09,P002,inventory,157,,2.89,False,0.0
2023-02-09,P003,reorder,64,2023-02-15,2016.61,,
2023-02-15,P003,delivery,64,,0.0,,
2023-02-09,P003,inventory,0,,0.0,True,18.86
2023-02-09,P004,inventory,228,,1.34,False,0.0
2023-02-09,P005,inventory,268,,2.13,False,0.0
2023-02-09,P006,inventory,125,,2.46,False,0.0
2023-02-09,P007,inventory,300,,3.64,False,0.0
2023-02-09,P008,inventory,156,,8.06,False,0.0
2023-02-09,P009,inventory,158,,1.21,False,0.0
2023-02-09,P010,reorder,83,2023-02-15,1737.61,,
2023-02-15,P010,delivery,83,,0.0,,
2023-02-09,P010,inventory,0,,0.0,True,567.53
2023-02-10,P001,reorder,62,2023-02-17,3567.76,,
2023-02-17,P001,delivery,62,,0.0,,
2023-02-10,P001,inventory,28,,1.19,False,0.0
2023-02-10,P002,inventory,170,,3.13,False,0.0
2023-02-10,P003,reorder,138,2023-02-19,4317.04,,
2023-02-19,P003,delivery,138,,0.0,,
2023-02-10,P003,inventory,0,,0.0,True,1433.61
2023-02-10,P004,inventory,331,,1.95,False,0.0
2023-02-10,P005,inventory,223,,1.78,False,0.0
2023-02-10,P006,inventory,302,,5.94,False,0.0
2023-02-10,P007,inventory,245,,2.97,False,0.0
2023-02-10,P008,inventory,122,,6.31,False,0.0
2023-02-10,P009,inventory,112,,0.86,False,0.0
2023-02-10,P010,reorder,106,2023-02-17,2213.36,,
2023-02-17,P010,delivery,106,,0.0,,
2023-02-10,P010,inventory,0,,0.0,True,500.2
2023-02-11,P001,reorder,92,2023-02-19,5268.76,,
2023-02-19,P001,delivery,92,,0.0,,
2023-02-11,P001,inventory,0,,0.0,True,688.64
2023-02-11,P002,inventory,121,,2.23,False,0.0
2023-02-11,P003,reorder,139,2023-02-15,4348.13,,
2023-02-15,P003,delivery,139,,0.0,,
2023-02-11,P003,inventory,0,,0.0,True,1037.48
2023-02-11,P004,inventory,292,,1.72,False,0.0
2023-02-11,P005,inventory,170,,1.35,False,0.0
2023-02-11,P006,reorder,67,2023-02-15,1982.41,,
2023-02-15,P006,delivery,67,,0.0,,
2023-02-11,P006,inventory,245,,4.82,False,0.0
2023-02-11,P007,inventory,194,,2.35,False,0.0
2023-02-11,P008,inventory,86,,4.44,False,0.0
2023-02-11,P009,inventory,54,,0.41,False,0.0
2023-02-11,P010,reorder,97,2023-02-16,2027.2,,
2023-02-16,P010,delivery,97,,0.0,,
2023-02-11,P010,inventory,7,,0.08,False,0.0
2023-02-12,P001,reorder,122,2023-02-19,6969.76,,
2023-02-19,P001,delivery,122,,0.0,,
2023-02-12,P001,inventory,0,,0.0,True,1645.09
2023-02-12,P002,inventory,128,,2.36,False,0.0
2023-02-12,P003,inventory,74,,1.65,False,0.0
2023-02-12,P004,inventory,366,,2.15,False,0.0
2023-02-12,P005,inventory,127,,1.01,False,0.0
2023-02-12,P006,inventory,190,,3.73,False,0.0
2023-02-12,P007,inventory,153,,1.86,False,0.0
2023-02-12,P008,inventory,48,,2.48,False,0.0
2023-02-12,P009,reorder,87,2023-02-15,673.73,,
2023-02-15,P009,delivery,87,,0.0,,
2023-02-12,P009,inventory,0,,0.0,True,29.65
2023-02-12,P010,reorder,69,2023-02-17,1448.02,,
2023-02-17,P010,delivery,69,,0.0,,
2023-02-12,P010,inventory,0,,0.0,True,692.58
2023-02-13,P001,reorder,145,2023-02-20,8273.86,,
2023-02-20,P001,delivery,145,,0.0,,
2023-02-13,P001,inventory,0,,0.0,True,1645.09
2023-02-13,P002,inventory,85,,1.57,False,0.0
2023-02-13,P003,inventory,154,,3.43,False,0.0
2023-02-13,P004,inventory,332,,1.95,False,0.0
2023-02-13,P005,inventory,91,,0.72,False,0.0
2023-02-13,P006,inventory,272,,5.35,False,0.0
2023-02-13,P007,inventory,111,,1.35,False,0.0
2023-02-13,P008,reorder,77,2023-02-18,5178.45,,
2023-02-18,P008,delivery,77,,0.0,,
2023-02-13,P008,inventory,11,,0.57,False,0.0
2023-02-13,P009,reorder,124,2023-02-16,953.71,,
2023-02-16,P009,delivery,124,,0.0,,
2023-02-13,P009,inventory,0,,0.0,True,249.06
2023-02-13,P010,inventory,97,,1.12,False,0.0
2023-02-14,P001,reorder,124,2023-02-24,7083.16,,
2023-02-24,P001,delivery,124,,0.0,,
2023-02-14,P001,inventory,0,,0.0,True,1109.48
2023-02-14,P002,reorder,96,2023-02-22,2761.62,,
2023-02-22,P002,delivery,96,,0.0,,
2023-02-14,P002,inventory,45,,0.83,False,0.0
2023-02-14,P003,inventory,205,,4.57,False,0.0
2023-02-14,P004,inventory,294,,1.73,False,0.0
2023-02-14,P005,inventory,53,,0.42,False,0.0
2023-02-14,P006,inventory,215,,4.23,False,0.0
2023-02-14,P007,inventory,72,,0.87,False,0.0
2023-02-14,P008,reorder,71,2023-02-22,4778.56,,
2023-02-22,P008,delivery,71,,0.0,,
2023-02-14,P008,inventory,0,,0.0,True,1168.08
2023-02-14,P009,reorder,94,2023-02-18,726.7,,
2023-02-18,P009,delivery,94,,0.0,,
2023-02-14,P009,inventory,0,,0.0,True,272.78
2023-02-14,P010,inventory,40,,0.46,False,0.0
2023-02-15,P001,reorder,125,2023-02-21,7139.86,,
2023-02-21,P001,delivery,125,,0.0,,
2023-02-15,P001,inventory,0,,0.0,True,1262.51
2023-02-15,P002,reorder,114,2023-02-19,3273.68,,
2023-02-19,P002,delivery,114,,0.0,,
2023-02-15,P002,inventory,0,,0.0,True,92.32
2023-02-15,P003,inventory,264,,5.89,False,0.0
2023-02-15,P004,inventory,265,,1.56,False,0.0
2023-02-15,P005,inventory,30,,0.24,False,0.0
2023-02-15,P006,inventory,169,,3.32,False,0.0
2023-02-15,P007,inventory,36,,0.44,False,0.0
2023-02-15,P008,reorder,117,2023-02-20,7844.33,,
2023-02-20,P008,delivery,117,,0.0,,
2023-02-15,P008,inventory,0,,0.0,True,2640.88
2023-02-15,P009,reorder,111,2023-02-17,855.34,,
2023-02-17,P009,delivery,111,,0.0,,
2023-02-15,P009,inventory,0,,0.0,True,260.92
2023-02-15,P010,reorder,72,2023-02-19,1510.07,,
2023-02-19,P010,delivery,72,,0.0,,
2023-02-15,P010,inventory,0,,0.0,True,173.15
2023-02-16,P001,reorder,111,2023-02-25,6346.06,,
2023-02-25,P001,delivery,111,,0.0,,
2023-02-16,P001,inventory,0,,0.0,True,2410.25
2023-02-16,P002,reorder,98,2023-02-21,2818.52,,
2023-02-21,P002,delivery,98,,0.0,,
2023-02-16,P002,inventory,0,,0.0,True,615.47
2023-02-16,P003,reorder,58,2023-02-20,1830.08,,
2023-02-20,P003,delivery,58,,0.0,,
2023-02-16,P003,inventory,403,,8.98,False,0.0
2023-02-16,P004,inventory,233,,1.37,False,0.0
2023-02-16,P005,reorder,89,2023-02-20,725.29,,
2023-02-20,P005,delivery,89,,0.0,,
2023-02-16,P005,inventory,0,,0.0,True,72.54
2023-02-16,P006,inventory,192,,3.77,False,0.0
2023-02-16,P007,reorder,69,2023-02-20,1586.49,,
2023-02-20,P007,delivery,69,,0.0,,
2023-02-16,P007,inventory,0,,0.0,True,138.08
2023-02-16,P008,reorder,85,2023-02-23,5711.62,,
2023-02-23,P008,delivery,85,,0.0,,
2023-02-16,P008,inventory,0,,0.0,True,1574.37
2023-02-16,P009,inventory,36,,0.28,False,0.0
2023-02-16,P010,inventory,170,,1.97,False,0.0
2023-02-17,P001,reorder,65,2023-02-24,3737.86,,
2023-02-24,P001,delivery,65,,0.0,,
2023-02-17,P001,inventory,0,,0.0,True,1645.09
2023-02-17,P002,reorder,133,2023-02-20,3814.2,,
2023-02-20,P002,delivery,133,,0.0,,
2023-02-17,P002,inventory,0,,0.0,True,538.54
2023-02-17,P003,inventory,453,,10.1,False,0.0
2023-02-17,P004,inventory,201,,1.18,False,0.0
2023-02-17,P005,reorder,122,2023-02-21,988.4,,
2023-02-21,P005,delivery,122,,0.0,,
2023-02-17,P005,inventory,0,,0.0,True,348.18
2023-02-17,P006,inventory,127,,2.5,False,0.0
2023-02-17,P007,reorder,51,2023-02-22,1177.62,,
2023-02-22,P007,delivery,51,,0.0,,
2023-02-17,P007,inventory,0,,0.0,True,340.59
2023-02-17,P008,reorder,145,2023-02-27,9710.44,,
2023-02-27,P008,delivery,145,,0.0,,
2023-02-17,P008,inventory,0,,0.0,True,1929.87
2023-02-17,P009,inventory,116,,0.89,False,0.0
2023-02-17,P010,inventory,199,,2.31,False,0.0
2023-02-18,P001,reorder,117,2023-02-23,6686.26,,
2023-02-23,P001,delivery,117,,0.0,,
2023-02-18,P001,inventory,24,,1.02,False,0.0
2023-02-18,P002,reorder,79,2023-02-24,2278.0,,
2023-02-24,P002,delivery,79,,0.0,,
2023-02-18,P002,inventory,0,,0.0,True,846.28
2023-02-18,P003,inventory,384,,8.56,False,0.0
2023-02-18,P004,inventory,166,,0.98,False,0.0
2023-02-18,P005,reorder,54,2023-02-21,446.23,,
2023-02-21,P005,delivery,54,,0.0,,
2023-02-18,P005,inventory,0,,0.0,True,377.2
2023-02-18,P006,inventory,83,,1.63,False,0.0
2023-02-18,P007,reorder,62,2023-02-23,1427.49,,
2023-02-23,P007,delivery,62,,0.0,,
2023-02-18,P007,inventory,0,,0.0,True,340.59
2023-02-18,P008,reorder,92,2023-02-22,6178.15,,
2023-02-22,P008,delivery,92,,0.0,,
2023-02-18,P008,inventory,0,,0.0,True,1980.66
2023-02-18,P009,inventory,172,,1.32,False,0.0
2023-02-18,P010,inventory,321,,3.72,False,0.0
2023-02-19,P001,reorder,118,2023-02-26,6742.96,,
2023-02-26,P001,delivery,118,,0.0,,
2023-02-19,P001,inventory,0,,0.0,True,956.45
2023-02-19,P002,reorder,144,2023-02-22,4127.12,,
2023-02-22,P002,delivery,144,,0.0,,
2023-02-19,P002,inventory,0,,0.0,True,953.98
2023-02-19,P003,inventory,308,,6.87,False,0.0
2023-02-19,P004,inventory,136,,0.8,False,0.0
2023-02-19,P005,reorder,57,2023-02-22,470.15,,
2023-02-22,P005,delivery,57,,0.0,,
2023-02-19,P005,inventory,0,,0.0,True,145.08
2023-02-19,P006,reorder,107,2023-02-20,3146.65,,
2023-02-20,P006,delivery,107,,0.0,,
2023-02-19,P006,inventory,20,,0.39,False,0.0
2023-02-19,P007,reorder,122,2023-02-22,2790.39,,
